0,2016-09-30,465600.0
1,2016-08-31,470100.0
2,2016-07-31,474500.0
3,2016-06-30,480900.0
4,2016-05-31,491400.0
5,2016-04-30,503600.0
6,2016-02-29,518900.0
7,2016-01-31,516300.0
8,2015-12-31,514500.0
9,2015-11-30,513400.0
10,2015-10-31,512000.0
11,2015-09-30,510600.0
12,2015-08-31,501600.0
13,2015-07-31,502300.0
14,2015-06-30,502300.0
15,2015-05-31,501500.0
16,2015-04-30,500100.0
17,2015-03-31,495800.0
18,2015-02-28,492700.0
19,2015-01-31,493000.0
20,2014-12-31,494200.0
21,2014-11-30,490900.0
22,2014-10-31,486000.0
23,2014-09-30,479800.0
24,2014-08-31,473900.0
25,2014-07-31,467100.0
26,2014-06-30,461400.0
27,2014-05-31,455400.0
28,2014-04-30,450500.0
29,2014-03-31,450300.0
30,2014-02-28,446600.0
31,2014-01-31,431500.0
32,2013-12-31,420300.0
33,2013-11-30,422200.0
34,2013-10-31,424200.0
35,2013-09-30,419900.0
36,2013-08-31,420300.0
37,2013-07-31,422100.0
38,2013-06-30,412900.0
39,2013-05-31,399600.0
40,2013-04-30,392600.0
41,2013-03-31,389500.0
42,2013-02-28,384500.0
43,2013-01-31,377800.0
44,2012-12-31,369700.0
45,2012-11-30,364700.0
46,2012-10-31,363300.0
47,2012-09-30,368200.0
48,2012-08-31,370900.0
49,2012-07-31,363000.0
50,2012-06-30,350300.0
51,2012-05-31,352100.0
52,2012-04-30,358000.0
53,2012-03-31,357600.0
54,2012-02-29,356800.0
55,2012-01-31,354800.0
56,2011-12-31,345000.0
57,2011-11-30,343200.0
58,2011-10-31,347200.0
59,2011-09-30,348500.0
60,2011-08-31,346400.0
61,2011-07-31,348900.0
62,2011-06-30,353800.0
63,2011-05-31,354200.0
64,2011-04-30,347700.0
65,2011-03-31,348500.0
66,2011-02-28,353000.0
67,2011-01-31,358500.0
68,2010-12-31,361200.0
69,2010-11-30,354600.0
70,2010-10-31,347900.0
71,2010-09-30,350000.0
72,2010-08-31,354100.0
73,2010-07-31,355100.0
74,2010-06-30,357000.0
75,2010-05-31,356800.0
76,2010-04-30,359400.0
77,2010-03-31,357300.0
78,2010-02-28,347300.0
79,2010-01-31,347200.0
80,2009-12-31,362300.0
81,2009-11-30,370400.0
82,2009-10-31,367200.0
83,2009-09-30,366000.0
84,2009-08-31,369100.0
85,2009-07-31,369600.0
86,2009-06-30,366300.0
87,2009-05-31,362800.0
88,2009-04-30,360500.0
89,2009-03-31,356500.0
90,2009-02-28,353400.0
91,2009-01-31,349800.0
92,2008-12-31,345100.0
93,2008-11-30,341500.0
94,2008-10-31,339300.0
95,2008-09-30,335700.0
96,2008-08-31,331900.0
97,2008-07-31,329200.0
98,2008-06-30,327400.0
99,2008-05-31,326400.0
100,2008-04-30,327200.0
101,2008-03-31,331800.0
102,2008-02-29,339400.0
103,2008-01-31,343400.0
104,2007-12-31,342600.0
105,2007-11-30,341900.0
106,2007-10-31,341900.0
107,2007-09-30,339300.0
108,2007-08-31,336200.0
109,2007-07-31,334700.0
110,2007-06-30,335700.0
111,2007-05-31,337400.0
112,2007-04-30,336200.0
113,2007-03-31,331900.0
114,2007-02-28,329600.0
115,2007-01-31,329400.0
116,2006-12-31,328700.0
117,2006-11-30,327900.0
118,2006-10-31,327900.0
119,2006-09-30,326400.0
120,2006-08-31,324500.0
121,2006-07-31,326300.0
122,2006-06-30,328800.0
123,2006-05-31,324300.0
124,2006-04-30,316800.0
125,2006-03-31,313700.0
126,2006-02-28,314100.0
127,2006-01-31,312900.0
128,2005-12-31,311200.0
129,2005-11-30,310800.0
130,2005-10-31,312500.0
131,2005-09-30,313600.0
132,2005-08-31,312700.0
133,2005-07-31,309500.0
134,2005-06-30,306900.0
135,2005-05-31,307700.0
136,2005-04-30,310800.0
137,2005-03-31,312600.0
138,2005-02-28,311100.0
139,2005-01-31,310300.0
140,2004-12-31,310900.0
141,2004-11-30,310300.0
142,2004-10-31,306500.0
143,2004-09-30,302800.0
144,2004-08-31,299300.0
145,2004-07-31,294900.0
146,2004-06-30,289700.0
147,2004-05-31,286900.0
148,2004-04-30,285300.0
149,2004-03-31,282800.0
150,2004-02-29,278400.0
151,2004-01-31,271900.0
152,2003-12-31,265900.0
153,2003-11-30,263700.0
154,2003-10-31,263800.0
155,2003-09-30,262800.0
156,2003-08-31,261600.0
157,2003-07-31,261700.0
158,2003-06-30,263200.0
159,2003-05-31,264700.0
160,2003-04-30,265800.0
161,2003-03-31,266200.0
162,2003-02-28,265900.0
163,2003-01-31,265100.0
164,2002-12-31,264500.0
165,2002-11-30,263800.0
166,2002-10-31,263100.0
167,2002-09-30,262300.0
168,2002-08-31,261900.0
169,2002-07-31,263200.0
170,2002-06-30,265400.0
171,2002-05-31,266000.0
172,2002-04-30,264300.0
173,2002-03-31,261900.0
174,2002-02-28,260600.0
175,2002-01-31,259400.0
176,2001-12-31,257600.0
177,2001-11-30,255700.0
178,2001-10-31,254300.0
179,2001-09-30,253800.0
180,2001-08-31,253900.0
181,2001-07-31,253000.0
182,2001-06-30,251900.0
183,2001-05-31,252300.0
184,2001-04-30,253300.0
185,2001-03-31,254000.0
186,2001-02-28,255600.0
187,2001-01-31,258700.0
188,2000-12-31,261000.0
189,2000-11-30,260300.0
190,2000-10-31,257200.0
191,2000-09-30,253200.0
192,2000-08-31,249400.0
193,2000-07-31,247300.0
194,2000-06-30,246000.0
195,2000-05-31,243500.0
196,2000-04-30,241300.0
197,2000-03-31,241900.0
198,2000-02-29,243900.0
199,2000-01-31,245600.0
200,1999-12-31,246400.0
201,1999-11-30,246700.0
202,1999-10-31,247300.0
203,1999-09-30,249800.0
204,1999-08-31,251600.0
205,1999-07-31,251300.0
206,1999-06-30,251100.0
207,1999-05-31,251900.0
208,1999-04-30,250900.0
209,1999-03-31,247000.0
210,1999-02-28,241600.0
211,1999-01-31,237100.0
212,1998-12-31,234200.0
213,1998-11-30,232300.0
214,1998-10-31,232000.0
215,1998-09-30,231100.0
216,1998-08-31,229300.0
217,1998-07-31,226300.0
218,1998-06-30,221700.0
219,1998-05-31,217100.0
220,1998-04-30,214400.0
221,1998-03-31,212300.0
222,1998-02-28,210000.0
223,1998-01-31,207300.0
224,1997-12-31,204300.0
225,1997-11-30,202200.0
226,1997-10-31,201300.0
227,1997-09-30,201300.0
228,1997-08-31,201300.0
229,1997-07-31,200000.0
230,1997-06-30,196500.0
231,1997-05-31,192400.0
232,1997-04-30,189100.0
233,1997-03-31,186900.0
234,1997-02-28,185000.0
235,1997-01-31,183900.0
236,1996-12-31,183000.0
237,1996-11-30,181500.0
238,1996-10-31,179600.0
239,1996-09-30,178700.0
240,1996-08-31,178800.0
241,1996-07-31,179100.0
242,1996-06-30,178900.0
243,1996-05-31,178800.0
244,1996-04-30,178500.0
